task_id,employee_id,project_id,task_name,task_type,complexity,priority,status,story_points,estimated_hours,actual_hours,progress_percent,start_date,end_date,sprint_no,bug_count,dependency_task_id,remarks,task_domain,required_skill_context
T002658,E00264,P00236,Build executive KPI dashboard,Analysis,Medium,Critical,Done,8,40,65,100,2025-04-20,2025-04-24,7,4,NONE,Support handoff required,Data/AI,SQL
T002659,E00255,P00437,Update resource forecast,Testing,Medium,Low,Done,4,20,19,100,2024-10-19,2024-11-01,10,3,NONE,Performance critical,Quality/Security,SQL
T002660,E00046,P00546,Implement MFA enforcement,Bug Fix,Low,Medium,In Progress,2,24,18,60,2024-05-30,2024-06-01,1,5,NONE,Client-facing deliverable,Quality/Security,Docker
T002661,E00279,P00249,Prepare endpoint compliance report,Bug Fix,Low,Medium,In Progress,2,12,12,74,2023-11-23,2023-12-05,5,3,NONE,Requires approval,Quality/Security,Cybersecurity
T002662,E00309,P00256,Implement MFA enforcement,Feature Development,Medium,High,To Do,7,35,19,0,2025-01-27,2025-02-01,3,3,T001336,Client-facing deliverable,Backend,DevOps
T002663,E00356,P00861,Update design system components,Bug Fix,Low,Medium,In Review,3,21,20,78,2026-02-13,2026-02-28,4,4,T001751,Support handoff required,Quality/Security,React; Git
T002664,E00251,P00721,Audit admin access requests,Analysis,Low,High,In Review,2,12,12,89,2026-02-26,2026-03-06,1,3,NONE,Automation opportunity,Data/AI,Cybersecurity
T002665,E00020,P00175,Model conversion funnel metrics,Documentation,Low,Low,In Progress,1,8,9,63,2023-06-25,2023-07-06,2,1,T000270,Needs stakeholder sign-off,DevOps/Cloud,PostgreSQL; Git; Azure
T002666,E00264,P00057,Provision staging cluster,Analysis,High,Medium,In Review,10,100,121,85,2023-06-09,2023-06-23,9,5,NONE,Automation opportunity,Data/AI,Kubernetes; Cybersecurity
T002667,E00287,P00492,Automate backup policy,Testing,Medium,Low,In Progress,3,24,21,81,2024-08-25,2024-09-01,3,0,T002645,High visibility,Quality/Security,Cybersecurity
T002668,E00027,P00040,Create responsive dashboard mockups,Research,Medium,High,Blocked,7,49,32,34,2023-10-09,2023-10-22,4,4,NONE,Performance critical,Data/AI,React; JavaScript
T002669,E00212,P00177,Write regression test suite,Feature Development,Medium,Medium,In Progress,7,42,34,36,2023-11-29,2023-12-04,8,5,T002006,Needs stakeholder sign-off,Backend,Python
T002670,E00253,P00113,Design checkout journey,Deployment,Medium,Medium,Done,8,80,60,100,2024-06-21,2024-07-06,7,4,NONE,Requires approval,DevOps/Cloud,Git
T002671,E00331,P00412,Document partner workflow,Research,High,Medium,In Review,10,110,117,91,2024-12-23,2024-12-30,6,5,T000040,High visibility,Data/AI,Data Analysis
T002672,E00279,P00403,Prepare project governance pack,Design,Medium,Medium,Done,3,15,10,100,2024-06-23,2024-07-03,8,3,T000110,Support handoff required,DevOps/Cloud,SQL; Linux
T002673,E00081,P00133,Build executive KPI dashboard,Research,Medium,Medium,Blocked,5,50,30,7,2024-11-14,2024-11-21,6,4,NONE,Support handoff required,Data/AI,Data Science
T002674,E00306,P00629,Develop customer onboarding screen,Feature Development,Medium,Low,In Review,6,72,56,75,2025-12-12,2025-12-19,1,1,T002517,High visibility,Backend,Node.js; Java; Spring Boot
T002675,E00223,P00165,Roll out device encryption policy,Testing,Medium,Medium,Blocked,8,48,39,44,2024-04-12,2024-04-21,24,0,NONE,Cross-team dependency,Quality/Security,Cybersecurity
T002676,E00050,P00410,Prioritize sprint backlog,Analysis,Low,High,In Progress,1,9,12,21,2024-08-02,2024-08-04,8,3,NONE,Internal improvement,Data/AI,Git
T002677,E00064,P00440,Tune recommendation algorithm,Deployment,High,Medium,To Do,10,100,71,0,2023-06-28,2023-07-21,1,0,NONE,Requires approval,DevOps/Cloud,Git
T002678,E00159,P00049,Investigate suspicious login events,Deployment,Medium,Low,In Review,3,30,17,87,2024-08-09,2024-08-15,7,5,NONE,Security-sensitive,DevOps/Cloud,Linux
T002679,E00237,P00370,Analyze user feedback trends,Code Review,High,Low,In Review,13,91,88,75,2025-01-01,2025-01-28,17,2,NONE,Needs stakeholder sign-off,Backend,SQL
T002680,E00173,P00749,Audit accessibility gaps,Bug Fix,Medium,High,Blocked,4,20,14,32,2026-03-24,2026-03-31,1,5,NONE,High visibility,Quality/Security,UI/UX Design; JavaScript
T002681,E00247,P00519,Automate backup policy,Design,Medium,High,In Progress,6,72,75,30,2025-12-06,2025-12-17,1,5,NONE,Cross-team dependency,DevOps/Cloud,Go; Git
T002682,E00209,P00210,Validate feature pipeline,Code Review,Medium,Medium,To Do,6,60,54,0,2024-04-15,2024-04-25,14,5,T001934,Support handoff required,Backend,PostgreSQL
T002683,E00110,P00767,Update design system components,Analysis,Low,Critical,In Review,2,10,9,75,2023-12-13,2023-12-21,2,2,NONE,Client-facing deliverable,Data/AI,JavaScript; UI/UX Design
T002684,E00353,P00221,Deploy forecasting workflow,Analysis,Low,High,To Do,2,8,8,0,2025-12-25,2026-01-07,1,1,T000755,Security-sensitive,Data/AI,Data Science
T002685,E00095,P00325,Analyze user feedback trends,Documentation,Medium,Medium,In Progress,4,24,29,85,2026-04-15,2026-04-28,2,2,NONE,Automation opportunity,Backend,SQL
T002686,E00208,P00874,Review IAM policy changes,Deployment,Low,High,In Progress,2,12,6,41,2023-10-18,2023-10-27,8,5,NONE,Client-facing deliverable,DevOps/Cloud,Docker; Git
T002687,E00070,P00155,Roll out device encryption policy,Deployment,Medium,Medium,To Do,6,48,44,0,2023-04-03,2023-04-14,1,0,NONE,High visibility,DevOps/Cloud,Git
T002688,E00091,P00084,Model conversion funnel metrics,Analysis,Medium,Medium,In Progress,7,42,43,24,2024-01-12,2024-01-17,25,4,NONE,Security-sensitive,Data/AI,Data Analysis
T002689,E00361,P00698,Build executive KPI dashboard,Research,Medium,Medium,In Progress,6,24,19,52,2024-08-16,2024-08-26,1,2,T000436,Performance critical,Data/AI,Data Science
T002690,E00575,P00533,Audit accessibility gaps,User Story,Medium,Critical,In Progress,6,48,66,54,2025-12-31,2026-01-07,4,0,NONE,Requires approval,Backend,React
T002691,E00526,P00521,Update design system components,Bug Fix,High,Medium,In Progress,12,48,41,51,2023-11-30,2023-12-13,5,3,NONE,Client-facing deliverable,Quality/Security,React; JavaScript
T002692,E00507,P00646,Update resource forecast,Documentation,Medium,Critical,In Progress,8,56,55,59,2024-07-28,2024-08-03,2,2,NONE,Internal improvement,DevOps/Cloud,Linux
T002693,E00393,P00070,Prioritize sprint backlog,Documentation,Medium,High,Done,4,28,31,100,2023-08-13,2023-08-20,5,0,NONE,Automation opportunity,Data/AI,Data Analysis
T002694,E00109,P00207,Conduct access review,Code Review,High,Low,In Progress,11,44,38,41,2024-07-08,2024-07-29,4,4,T000272,Requires approval,Backend,AWS
T002695,E00073,P00418,Automate checkout test cases,Feature Development,Medium,Low,In Progress,6,60,35,65,2023-01-30,2023-02-08,1,4,NONE,High visibility,Backend,Automation Testing
T002696,E00060,P00042,Create weekly operations report,Code Review,High,Medium,In Review,11,88,79,93,2024-08-03,2024-08-21,8,5,NONE,Needs stakeholder sign-off,Backend,SQL; Python; MongoDB
T002697,E00231,P00028,Resolve SSO incident,Feature Development,High,Low,Done,9,36,44,100,2024-11-28,2024-12-04,11,4,NONE,Performance critical,Backend,SQL
T002698,E00365,P00646,Prepare project governance pack,Documentation,Low,Low,Done,2,14,12,100,2024-08-06,2024-08-09,6,0,NONE,Support handoff required,DevOps/Cloud,Linux
T002699,E00323,P00642,Update design system components,Code Review,High,Medium,Blocked,13,91,46,49,2025-03-16,2025-04-06,2,4,T000719,Performance critical,Backend,JavaScript
T002700,E00148,P00888,Model conversion funnel metrics,Feature Development,Medium,Medium,To Do,5,55,66,0,2025-11-22,2025-12-01,1,2,NONE,High visibility,Backend,MongoDB
T002701,E00015,P00654,Document vendor onboarding process,Testing,Low,Critical,To Do,3,18,16,0,2026-03-09,2026-03-17,1,2,NONE,Support handoff required,Quality/Security,Data Analysis
T002702,E00107,P00846,Clean transaction dataset,Analysis,Medium,Medium,In Review,4,16,14,87,2023-09-04,2023-09-06,5,4,NONE,Performance critical,Data/AI,Data Science; Deep Learning
T002703,E00322,P00178,Configure observability alerts,Documentation,Medium,Medium,To Do,8,32,33,0,2026-04-14,2026-04-22,2,3,NONE,Support handoff required,DevOps/Cloud,Azure
T002704,E00221,P00844,Set up secret rotation,User Story,Medium,High,In Progress,4,48,56,66,2025-03-21,2025-03-30,10,3,NONE,Cross-team dependency,Backend,Cybersecurity; Git
T002705,E00600,P00400,Automate checkout test cases,Testing,Low,High,Done,1,10,15,100,2024-03-25,2024-03-29,4,1,NONE,High visibility,Quality/Security,Python
T002706,E00034,P00097,Train churn prediction model,Bug Fix,High,Critical,In Progress,11,88,104,74,2025-10-17,2025-10-28,8,3,NONE,Cross-team dependency,Quality/Security,PostgreSQL
T002707,E00081,P00703,Build executive KPI dashboard,Code Review,Medium,Medium,In Progress,4,16,20,74,2025-04-10,2025-04-24,2,0,NONE,Internal improvement,Backend,PostgreSQL
T002708,E00118,P00012,Validate release candidate,Feature Development,Low,Critical,To Do,3,12,10,0,2025-07-16,2025-07-24,5,5,NONE,Requires approval,Backend,Git
T002709,E00125,P00800,Prepare project governance pack,Testing,Low,High,In Progress,2,22,17,32,2026-02-16,2026-03-01,3,5,T000644,Needs stakeholder sign-off,Quality/Security,Data Analysis; Git
T002710,E00119,P00183,Design checkout journey,Bug Fix,High,Medium,Blocked,13,65,46,11,2024-03-10,2024-03-28,15,4,NONE,Needs stakeholder sign-off,Quality/Security,JavaScript; UI/UX Design
T002711,E00197,P00088,Prepare model monitoring dashboard,Feature Development,Low,Low,In Progress,3,12,12,81,2025-05-26,2025-06-03,19,4,NONE,Support handoff required,Backend,Docker
T002712,E00042,P00245,Reproduce production defect,Documentation,High,Medium,To Do,11,110,83,0,2025-11-14,2025-11-19,7,3,NONE,Performance critical,Quality/Security,JavaScript
T002713,E00191,P00227,Audit accessibility gaps,Deployment,Medium,Medium,Blocked,3,36,23,5,2026-03-05,2026-03-09,2,0,NONE,Performance critical,DevOps/Cloud,Git
T002714,E00394,P00841,Update resource forecast,Documentation,Medium,High,In Progress,3,12,13,57,2023-03-02,2023-03-15,1,2,NONE,Security-sensitive,Data/AI,Linux
T002715,E00142,P00228,Provision staging cluster,Bug Fix,Low,High,Done,1,4,4,100,2023-08-23,2023-08-27,6,3,NONE,Requires approval,Quality/Security,Linux
T002716,E00078,P00669,Tune recommendation algorithm,Research,High,Medium,Done,13,91,101,100,2024-04-16,2024-05-04,6,3,NONE,Requires approval,Data/AI,Data Analysis
T002717,E00521,P00317,Harden Kubernetes ingress,Research,Medium,Medium,In Progress,8,40,42,83,2023-12-26,2024-01-05,2,0,NONE,Support handoff required,Data/AI,Linux
T002718,E00364,P00697,Document vendor onboarding process,Testing,High,Medium,To Do,11,110,97,0,2025-08-05,2025-09-01,2,2,NONE,Security-sensitive,Quality/Security,SQL
T002719,E00112,P00132,Harden Kubernetes ingress,Analysis,Low,Critical,Done,3,36,31,100,2023-12-10,2023-12-24,15,2,NONE,Client-facing deliverable,Data/AI,Azure; Cybersecurity
T002720,E00250,P00179,Validate revenue attribution logic,User Story,Medium,Medium,To Do,5,25,18,0,2026-03-24,2026-03-29,2,0,NONE,Requires approval,Backend,SQL
T002721,E00079,P00738,Implement MFA enforcement,Code Review,Low,High,Done,3,27,37,100,2024-01-16,2024-01-20,1,0,T002101,Internal improvement,Backend,Linux
T002722,E00060,P00612,Model conversion funnel metrics,Code Review,Medium,Medium,In Progress,7,28,28,32,2023-08-27,2023-09-05,10,1,T002480,Security-sensitive,Backend,SQL
T002723,E00071,P00491,Validate release candidate,Feature Development,Low,Medium,In Review,1,9,8,82,2024-10-02,2024-10-04,9,1,NONE,Needs stakeholder sign-off,Backend,Python
T002724,E00324,P00515,Audit accessibility gaps,Documentation,Low,High,In Progress,2,22,17,53,2024-09-22,2024-09-27,5,3,NONE,Automation opportunity,Frontend,JavaScript
T002725,E00049,P00326,Build executive KPI dashboard,Documentation,Medium,High,To Do,3,24,39,0,2026-04-21,2026-04-23,2,4,NONE,Internal improvement,Backend,SQL; MongoDB
T002726,E00127,P00725,Update resource forecast,Documentation,High,Medium,In Progress,11,88,67,21,2026-04-13,2026-04-24,2,4,NONE,Needs stakeholder sign-off,Backend,SQL
T002727,E00045,P00623,Refine mobile navigation flow,Documentation,High,Medium,In Progress,9,63,57,63,2024-03-09,2024-03-30,1,0,NONE,Needs stakeholder sign-off,Frontend,React
T002728,E00550,P00531,Deploy forecasting workflow,User Story,High,Medium,To Do,8,64,69,0,2025-03-05,2025-03-21,13,4,NONE,High visibility,Backend,MongoDB
T002729,E00089,P00789,Prepare model monitoring dashboard,Testing,Medium,Medium,To Do,8,88,99,0,2026-04-30,2026-05-14,2,5,NONE,Security-sensitive,Quality/Security,MongoDB
T002730,E00258,P00487,Model conversion funnel metrics,User Story,Medium,Medium,In Review,5,50,60,85,2023-09-19,2023-09-28,13,0,NONE,Client-facing deliverable,Backend,Python
T002731,E00311,P00293,Design checkout journey,User Story,High,Medium,In Progress,12,120,167,83,2024-05-29,2024-06-18,1,1,NONE,Requires approval,Backend,UI/UX Design; JavaScript; React
T002732,E00302,P00632,Design checkout journey,Analysis,High,High,Done,9,108,120,100,2026-03-16,2026-03-03,1,3,NONE,Client-facing deliverable,Data/AI,Git
T002733,E00510,P00751,Analyze user feedback trends,Design,Medium,Medium,In Review,7,28,21,76,2025-01-08,2025-01-11,4,4,NONE,Client-facing deliverable,Frontend,Data Analysis
T002734,E00420,P00006,Set up secret rotation,Testing,Medium,Medium,In Review,5,20,18,85,2024-06-16,2024-06-25,2,0,T002621,High visibility,Quality/Security,Cybersecurity
T002735,E00050,P00012,Validate release candidate,Analysis,Medium,High,Blocked,6,30,23,5,2025-07-06,2025-07-14,5,1,NONE,Support handoff required,Data/AI,Git
T002736,E00133,P00360,Set up secret rotation,Code Review,Low,Medium,In Progress,2,12,17,21,2025-04-28,2025-05-08,2,4,NONE,Automation opportunity,Backend,Go
T002737,E00273,P00543,Document vendor onboarding process,Research,Low,Low,Done,2,12,8,100,2023-04-14,2023-04-16,4,5,NONE,Internal improvement,Data/AI,Data Analysis
T002738,E00031,P00454,Validate release candidate,Analysis,Low,Medium,In Progress,3,33,41,70,2024-01-16,2024-01-21,3,3,NONE,Security-sensitive,Data/AI,Git
T002739,E00083,P00522,Refactor billing service,Research,Medium,High,Blocked,6,72,53,34,2025-08-14,2025-08-23,1,4,NONE,Internal improvement,Data/AI,Git
T002740,E00384,P00225,Configure observability alerts,Documentation,Medium,High,Blocked,5,45,39,32,2026-02-16,2026-02-24,3,1,NONE,Needs stakeholder sign-off,DevOps/Cloud,Cybersecurity; Kubernetes
T002741,E00057,P00149,Optimize search endpoint,Code Review,Medium,Medium,In Review,7,84,82,97,2023-12-07,2023-12-14,5,5,T000484,Automation opportunity,Backend,Flask
T002742,E00268,P00696,Validate release candidate,Code Review,Medium,Medium,In Progress,7,35,28,43,2025-08-21,2025-09-01,2,4,T002210,High visibility,Backend,Python
T002743,E00164,P00353,Write regression test suite,Bug Fix,High,High,Done,10,100,116,100,2024-05-21,2024-06-15,1,1,NONE,Client-facing deliverable,Quality/Security,Java
T002744,E00305,P00341,Prepare model monitoring dashboard,Design,Low,Medium,In Progress,2,22,25,34,2023-07-19,2023-08-03,3,0,T001698,Needs stakeholder sign-off,Data/AI,Machine Learning; Deep Learning
T002745,E00028,P00738,Patch vulnerable dependency,Analysis,Medium,Medium,To Do,8,96,116,0,2024-03-21,2024-03-31,3,3,T000788,Automation opportunity,Data/AI,Azure; Git
T002746,E00182,P00684,Document partner workflow,Testing,Low,Medium,In Review,3,21,20,75,2024-03-27,2024-04-04,2,3,T001895,High visibility,Quality/Security,SQL
T002747,E00116,P00399,Validate revenue attribution logic,Testing,Medium,Low,Done,3,21,18,100,2024-03-14,2024-03-24,14,2,NONE,Security-sensitive,Quality/Security,SQL
T002748,E00539,P00530,Create weekly operations report,Analysis,Medium,Critical,Done,5,50,32,100,2026-01-20,2026-02-03,5,2,NONE,High visibility,Data/AI,Data Science
T002749,E00206,P00851,Conduct access review,Testing,Medium,Critical,In Progress,8,80,94,50,2023-04-30,2023-05-09,2,0,T002435,Internal improvement,Quality/Security,AWS; Linux
T002750,E00566,P00465,Validate feature pipeline,Design,Low,Medium,In Review,1,12,13,79,2024-12-15,2024-12-29,1,5,NONE,Cross-team dependency,Backend,MongoDB
T002751,E00299,P00788,Set up secret rotation,Testing,High,Low,Done,10,70,55,100,2024-07-10,2024-08-05,2,3,NONE,Security-sensitive,Quality/Security,Cybersecurity
T002752,E00410,P00331,Conduct access review,User Story,Medium,High,To Do,8,88,77,0,2025-04-21,2025-04-30,6,4,T001837,Requires approval,Backend,Kubernetes; DevOps
T002753,E00074,P00490,Provision staging cluster,Analysis,High,Medium,To Do,11,55,49,0,2025-08-17,2025-09-08,6,4,NONE,Needs stakeholder sign-off,Data/AI,Kubernetes
T002754,E00363,P00544,Set up secret rotation,User Story,Medium,Medium,To Do,8,96,64,0,2026-01-21,2026-01-27,11,2,NONE,Performance critical,Backend,Docker
T002755,E00103,P00247,Refine mobile navigation flow,Deployment,Medium,High,Done,5,20,16,100,2026-01-31,2026-02-06,12,5,NONE,Needs stakeholder sign-off,DevOps/Cloud,UI/UX Design; React; JavaScript
T002756,E00129,P00328,Model conversion funnel metrics,Testing,High,Medium,Done,13,156,117,100,2025-09-19,2025-09-28,23,4,NONE,Needs stakeholder sign-off,Quality/Security,PostgreSQL; MongoDB
T002757,E00046,P00118,Clean transaction dataset,Bug Fix,Low,Medium,In Progress,2,24,21,76,2025-03-29,2025-03-31,3,0,T002731,Needs stakeholder sign-off,Quality/Security,PostgreSQL
T002758,E00381,P00894,Review IAM policy changes,Research,Medium,High,Done,3,33,27,100,2025-02-09,2025-02-12,1,1,T001338,Performance critical,Data/AI,Cybersecurity; Git
T002759,E00122,P00684,Draft product requirements,Documentation,Medium,Medium,In Review,7,42,26,76,2024-05-26,2024-06-10,5,0,NONE,Internal improvement,Backend,SQL; Data Analysis; Git
T002760,E00256,P00653,Develop customer onboarding screen,Analysis,Low,Medium,Done,3,33,47,100,2026-03-03,2026-03-08,2,0,NONE,Requires approval,Data/AI,Rust
T002761,E00230,P00037,Optimize search endpoint,Analysis,High,Medium,Done,10,90,114,100,2025-10-09,2025-10-18,1,3,NONE,Client-facing deliverable,Data/AI,Node.js
T002762,E00402,P00103,Track milestone risks,Analysis,Low,Medium,In Review,3,21,17,98,2024-09-10,2024-09-22,12,3,NONE,Support handoff required,Data/AI,Data Analysis
T002763,E00025,P00621,Prepare endpoint compliance report,Deployment,Medium,Medium,To Do,3,27,28,0,2024-10-18,2024-10-22,2,2,NONE,Requires approval,DevOps/Cloud,Linux
T002764,E00120,P00016,Investigate suspicious login events,Analysis,Low,Medium,In Progress,1,5,5,53,2024-10-13,2024-10-23,2,4,NONE,Cross-team dependency,Data/AI,AWS; Docker
T002765,E00343,P00205,Update resource forecast,Feature Development,High,Medium,In Review,11,132,166,90,2024-07-14,2024-07-17,2,2,NONE,Internal improvement,Backend,Linux
T002766,E00159,P00871,Prioritize sprint backlog,User Story,Low,High,In Progress,1,8,6,69,2025-03-18,2025-03-26,14,0,T001298,High visibility,Backend,SQL
T002767,E00232,P00256,Conduct access review,Bug Fix,Low,Low,In Review,2,14,17,93,2025-06-01,2025-06-03,6,4,NONE,Security-sensitive,Quality/Security,Cybersecurity
